scenario,question,level,time_s,sensible_inventory_change_J,fixed_volume_sensible_change_J,geometry_heat_term_J,convective_input_J,evaporation_latent_heat_loss_J,geometry_correction_J,expected_sensible_change_J,fixed_geometry_error_J,moving_geometry_error_J,geometry_reference_temperature_K,surface_convection_in_W,surface_latent_out_W,linear_solver_relative_residual,physical_heat_balance_residual_J,physical_heat_balance_relative
component_bound_high,Q4,M,216300.0,0.241599621146742,0.241599621146742,0.0,43.84730311012571,43.60570490149691,0.0,0.2415982086288011,1.4125179408908117e-06,1.4125179408908117e-06,322.5133072116591,0.14615767703375235,0.14535234967165636,4.9085277123438324e-11,1.4125179408908117e-06,3.2214477076119585e-08
component_bound_high,Q4,M,216600.0,0.24003154475914978,0.24003154475914978,0.0,43.66540783544515,43.425377689848084,0.0,0.2400301455970677,1.3991620820830164e-06,1.3991620820830164e-06,322.51595843961366,0.14555135945148384,0.14475125896616028,4.8618548080457426e-11,1.3991620820830164e-06,3.204280347857542e-08
component_bound_high,Q4,M,216900.0,0.23847633519068312,0.23847633519068312,0.0,43.484665234184405,43.24619028495224,0.0,0.23847494923216317,1.385958519950492e-06,1.385958519950492e-06,322.5185927933917,0.14494888411394802,0.14415396761650748,4.81589785043846e-11,1.385958519950492e-06,3.187235114922662e-08
component_bound_high,Q4,M,217200.0,0.23693395943841705,0.23693395943841705,0.0,43.30506595108898,43.068133364572425,0.0,0.23693258651655213,1.3729218649172203e-06,1.3729218649172203e-06,322.52121040866683,0.14435021983696325,0.14356044454857475,4.77043439459703e-11,1.3729218649172203e-06,3.1703493223353374e-08
component_bound_high,Q4,M,217500.0,0.23540434274630034,0.23540434274630034,0.0,43.12660070490177,42.891197722197376,0.0,0.23540298270439308,1.3600419072612446e-06,1.3600419072612446e-06,322.5238114208333,0.14375533568300589,0.14297065907399126,4.7255915135137234e-11,1.3600419072612446e-06,3.1536033098631454e-08
component_bound_high,Q4,M,217800.0,0.2338874490046997,0.2338874490046997,0.0,42.94926022462491,42.7153741229278,0.0,0.23388610169710944,1.3473075902714626e-06,1.3473075902714626e-06,322.52639596454713,0.1431642007487497,0.14238458040975932,4.681224091833658e-11,1.3473075902714626e-06,3.136975079954894e-08
component_bound_high,Q4,M,218100.0,0.23238318957736318,0.23238318957736318,0.0,42.773035323376554,42.54065346692554,0.0,0.2323818564510134,1.3331263497839974e-06,1.3331263497839974e-06,322.52896417414934,0.14257678441125518,0.14180217822308513,4.579632717169329e-11,1.3331263497839974e-06,3.1167447895740284e-08
component_bound_high,Q4,M,218400.0,0.23089146849698167,0.23089146849698167,0.0,42.59791688051191,42.36702673272566,0.0,0.23089014778624772,1.3207107339430202e-06,1.3207107339430202e-06,322.5315161830889,0.14199305626837302,0.14122342244241887,4.5367443387573794e-11,1.3207107339430202e-06,3.100411547465203e-08
component_bound_high,Q4,M,218700.0,0.22941218508732217,0.22941218508732217,0.0,42.423895855886165,42.19448497924498,0.0,0.22941087664118243,1.3084461397416813e-06,1.3084461397416813e-06,322.5340521238407,0.14141298618628723,0.14064828326414994,4.4942899563240994e-11,1.3084461397416813e-06,3.0842196675818474e-08
component_bound_high,Q4,M,219000.0,0.2279452341781814,0.2279452341781814,0.0,42.250963284537974,42.02301934667593,0.0,0.2279439378620438,1.296316137600062e-06,1.296316137600062e-06,322.53657212785293,0.14083654428179324,0.14007673115558644,4.4525087604174213e-11,1.296316137600062e-06,3.068133923645849e-08
component_bound_high,Q4,M,219300.0,0.22649050722476144,0.22649050722476144,0.0,42.07911028017536,41.85262105728472,0.0,0.22648922289063478,1.2843341266610686e-06,1.2843341266610686e-06,322.53907632549686,0.14026370093391785,0.13950873685761575,4.411168131078554e-11,1.2843341266610686e-06,3.0521893597787265e-08
component_bound_high,Q4,M,219600.0,0.22504789336052985,0.22504789336052985,0.0,41.90832803657939,41.68328141571552,0.0,0.22504662086387128,1.2724966585719866e-06,1.2724966585719866e-06,322.54156484602817,0.13969442678859798,0.1389442713857184,4.3704272032689376e-11,1.2724966585719866e-06,3.036381354706627e-08
component_bound_high,Q4,M,219900.0,0.2236173499865583,0.2236173499865583,0.0,41.73860776290727,41.51499180905812,0.0,0.2236159538491549,1.3961374034088259e-06,1.3961374034088259e-06,322.5440378175607,0.13912869254302423,0.13838330603019372,4.760840467590794e-11,1.3961374034088259e-06,3.3449544156802486e-08
component_bound_high,Q4,M,220200.0,0.22219859965643074,0.22219859965643074,0.0,41.56994092392138,41.347743707895866,0.0,0.22219721602551346,1.3836309172843286e-06,1.3836309172843286e-06,322.5464953678153,0.1385664697464046,0.13782581235965288,4.7178157359322206e-11,1.3836309172843286e-06,3.3284409035282506e-08
component_bound_high,Q4,M,220500.0,0.2207916319372445,0.2207916319372445,0.0,41.402318922408725,41.18152866174491,0.0,0.22079026066381147,1.3712734330262322e-06,1.3712734330262322e-06,322.5489376215386,0.1380077297413624,0.13727176220581638,4.67547761319601e-11,1.3712734330262322e-06,3.312069151479435e-08
component_bound_high,Q4,M,220800.0,0.21939632923795155,0.21939632923795155,0.0,41.23573327431649,41.01633830412889,0.0,0.2193949701876008,1.3590503507576734e-06,1.3590503507576734e-06,322.55136470343524,0.13745244424772163,0.13672112768042963,4.633530095149573e-11,1.3590503507576734e-06,3.295807404992001e-08
component_bound_high,Q4,M,221100.0,0.21801257623057407,0.21801257623057407,0.0,41.07017557838371,40.852164349126646,0.0,0.2180112292570655,1.3469735085647194e-06,1.3469735085647194e-06,322.55377673698933,0.13690058526127905,0.13617388116375548,4.592241291203557e-11,1.3469735085647194e-06,3.2796877286145964e-08
component_bound_high,Q4,M,221400.0,0.2166402586011827,0.2166402586011827,0.0,40.905637514808646,40.688998591227914,0.0,0.21663892358073156,1.3350204511319852e-06,1.3350204511319852e-06,322.55617384448857,0.13635212504936214,0.13562999530409306,4.5511326768821466e-11,1.3350204511319852e-06,3.263658831007539e-08
component_bound_high,Q4,M,221700.0,0.21527926305869144,0.21527926305869144,0.0,40.742110844522486,40.526832904678855,0.0,0.21527793984363086,1.3232150605779758e-06,1.3232150605779758e-06,322.5585561470341,0.13580703614840828,0.1350894430155962,4.5108944460680094e-11,1.3232150605779758e-06,3.2477822899936307e-08
component_bound_high,Q4,M,222000.0,0.21392947730830913,0.21392947730830913,0.0,40.57958740855112,40.36565924277296,0.0,0.21392816577815665,1.3115301524813106e-06,1.3115301524813106e-06,322.56092376455075,0.13526529136183707,0.13455219747590988,4.4707993465346194e-11,1.3115301524813106e-06,3.231994794025281e-08
component_bound_high,Q4,M,222300.0,0.212590790125296,0.212590790125296,0.0,40.41805912724188,40.20546963710447,0.0,0.21258949013741102,1.2999878849784263e-06,1.2999878849784263e-06,322.56327681579677,0.13472686375747295,0.13401823212368158,4.431440104629718e-11,1.2999878849784263e-06,3.216354058184429e-08
component_bound_high,Q4,M,222600.0,0.21126309132773555,0.21126309132773555,0.0,40.25751799955587,40.04625619679896,0.0,0.21126180275691553,1.28857082001832e-06,1.28857082001832e-06,322.5656154183746,0.13419172666518625,0.13348752065599653,4.392294285165173e-11,1.28857082001832e-06,3.20082032884525e-08
component_bound_high,Q4,M,222900.0,0.20994627183711773,0.20994627183711773,0.0,40.09795610228329,39.888011107724225,0.0,0.20994499455906634,1.2772780513814475e-06,1.2772780513814475e-06,322.5679396887414,0.13365985367427763,0.1329600370257474,4.3537611858333155e-11,1.2772780513814475e-06,3.185394407942692e-08
component_bound_high,Q4,M,223200.0,0.20864022368357402,0.20864022368357402,0.0,39.93936558925974,39.73072663169151,0.0,0.20863895756822615,1.2661153478699116e-06,1.2661153478699116e-06,322.57024974221997,0.1331312186308658,0.1324357554389717,4.3157430663801804e-11,1.2661153478699116e-06,3.170093788896807e-08
component_bound_high,Q4,M,223500.0,0.2073448400166613,0.2073448400166613,0.0,39.781738690594686,39.574395105649046,0.0,0.2073435849456402,1.2550710211112204e-06,1.2550710211112204e-06,322.57254569300994,0.13260579563531563,0.1319146503521635,4.277966846595693e-11,1.2550710211112204e-06,3.1548923260308576e-08
component_bound_high,Q4,M,223800.0,0.2060600151260954,0.2060600151260954,0.0,39.6250677118441,39.419008940872374,0.0,0.20605877097172964,1.244154365753758e-06,1.244154365753758e-06,322.57482765419945,0.13208355903948035,0.13139669646957458,4.240682972082496e-11,1.244154365753758e-06,3.139816377857885e-08
component_bound_high,Q4,M,224100.0,0.20478564443925562,0.20478564443925562,0.0,39.46934503323844,39.264560622155955,0.0,0.20478441108248546,1.2333567701583448e-06,1.2333567701583448e-06,322.5770957377761,0.13156448344412813,0.13088186874051985,4.203980816012176e-11,1.2333567701583448e-06,3.124847319152862e-08
component_bound_high,Q4,M,224400.0,0.20352162453115413,0.20352162453115413,0.0,39.31456310885921,39.111042707005225,0.0,0.2035204018539858,1.2226771683443438e-06,1.2226771683443438e-06,322.57935005463895,0.13104854369619737,0.1303701423566841,4.167449933341621e-11,1.2226771683443438e-06,3.109985388770157e-08
component_bound_high,Q4,M,224700.0,0.2022678531226249,0.2022678531226249,0.0,39.160714465838566,38.958447824834,0.0,0.20226664100456304,1.2121180618662741e-06,1.2121180618662741e-06,322.5815907146099,0.13053571488612856,0.12986149274944667,4.131476026111769e-11,1.2121180618662741e-06,3.095239906625433e-08
component_bound_high,Q4,M,225000.0,0.20102422906770653,0.20102422906770653,0.0,39.00779170356551,38.80676867616691,0.0,0.20102302739859823,1.201669108302772e-06,1.201669108302772e-06,322.58381782644574,0.13002597234521837,0.12935589558722305,4.0958910049925543e-11,1.201669108302772e-06,3.0805873796565964e-08
component_bound_high,Q4,M,225300.0,0.19979065237048538,0.19979065237048538,0.0,38.85578749288286,38.65599803184813,0.0,0.19978946103473305,1.191335752326328e-06,1.191335752326328e-06,322.586031497849,0.12951929164294287,0.1288533267728271,4.060684108627486e-11,1.191335752326328e-06,3.0660445436720146e-08
component_bound_high,Q4,M,225600.0,0.1985670241546062,0.1985670241546062,0.0,38.704694575290986,38.506128732257515,0.0,0.1985658430334709,1.1811211352852347e-06,1.1811211352852347e-06,322.58823183548066,0.12901564858430328,0.1283537624408584,4.025884666660745e-11,1.1811211352852347e-06,3.051622414918268e-08
component_bound_high,Q4,M,225900.0,0.1973532466594637,0.1973532466594637,0.0,38.554505762180675,38.3571536865348,0.0,0.19735207564587398,1.1710135897069485e-06,1.1710135897069485e-06,322.5904189449707,0.1285150192072689,0.127857178955116,3.99159460781858e-11,1.1710135897069485e-06,3.037293739233022e-08
component_bound_high,Q4,M,226200.0,0.19614937101389476,0.19614937101389476,0.0,38.40521374945119,38.20906587181152,0.0,0.19614787763967456,1.493374220201682e-06,1.493374220201682e-06,322.59259293092987,0.1280173791648373,0.1273635529060384,4.960995483834052e-11,1.493374220201682e-06,3.888467409514215e-08
component_bound_high,Q4,M,226500.0,0.19495494172104516,0.19495494172104516,0.0,38.25681179636622,38.06185833542917,0.0,0.19495346093705024,1.4807839949226853e-06,1.4807839949226853e-06,322.59475389858846,0.1275227059878874,0.12687286111809723,4.920355843545351e-11,1.4807839949226853e-06,3.870641397941414e-08
component_bound_high,Q4,M,226800.0,0.193770108865238,0.193770108865238,0.0,38.109292823804104,37.91552418325735,0.0,0.19376864054675735,1.4683184806352223e-06,1.4683184806352223e-06,322.5969019482162,0.12703097607934702,0.12638508061085782,4.8802344054005056e-11,1.4683184806352223e-06,3.852914530384753e-08
component_bound_high,Q4,M,227100.0,0.19259475970333317,0.19259475970333317,0.0,37.962649897101514,37.77005659340357,0.0,0.19259330369794725,1.456005385924719e-06,1.456005385924719e-06,322.59903718179044,0.1265421663236717,0.12590018864467856,4.8404519498042927e-11,1.456005385924719e-06,3.8353628892378414e-08
component_bound_high,Q4,M,227400.0,0.19142879586355221,0.19142879586355221,0.0,37.816876159794596,37.625448807748135,0.0,0.19142735204646044,1.443817091772992e-06,1.443817091772992e-06,322.60115970010054,0.126056253865982,0.12541816269249378,4.801182734487044e-11,1.443817091772992e-06,3.817917391357674e-08
component_bound_high,Q4,M,227700.0,0.1902721233356039,0.1902721233356039,0.0,37.67196482383429,37.48169413226187,0.0,0.19027069157241527,1.4317631886195947e-06,1.4317631886195947e-06,322.60326960290575,0.12557321607944763,0.1249389804408729,4.762406553348856e-11,1.4317631886195947e-06,3.8006066190467115e-08
component_bound_high,Q4,M,228000.0,0.18912475829788064,0.18912475829788064,0.0,37.52790906281788,37.3387859364402,0.0,0.18912312637768025,1.6319202003900468e-06,1.6319202003900468e-06,322.60536698898244,0.12509303020939294,0.124462619788134,4.764586095637574e-11,1.6319202003900468e-06,4.3485508282872336e-08
component_bound_high,Q4,M,228300.0,0.18798634863562685,0.18798634863562685,0.0,37.384702384505374,37.196717654279105,0.0,0.18798473022626894,1.6184093579174608e-06,1.6184093579174608e-06,322.60745195733693,0.12461567461501792,0.123989058847597,4.723839622183756e-11,1.6184093579174608e-06,4.329068454984501e-08
component_bound_high,Q4,M,228600.0,0.18685698245778443,0.18685698245778443,0.0,37.242338155110104,37.055482777704164,0.0,0.18685537740594071,1.6050518437116246e-06,1.6050518437116246e-06,322.6095246031474,0.12414112718370035,0.12351827592568054,4.683640820961001e-11,1.6050518437116246e-06,4.309750470088011e-08
component_bound_high,Q4,M,228900.0,0.1857365585254125,0.1857365585254125,0.0,37.10080982998983,36.91507486329179,0.0,0.18573496669803546,1.591827377023236e-06,1.591827377023236e-06,322.6115850226127,0.1236693660999661,0.12305024954430598,4.643859390250107e-11,1.591827377023236e-06,4.290546174915321e-08
component_bound_high,Q4,M,229200.0,0.18462498614399986,0.18462498614399986,0.0,36.9601109354115,36.775487528013294,0.0,0.18462340739820604,1.5787457938176708e-06,1.5787457938176708e-06,322.61363331086653,0.123200369784705,0.12258495842671098,4.604520446965713e-11,1.5787457938176708e-06,4.2714855390357436e-08
component_bound_high,Q4,M,229500.0,0.18352217797657155,0.18352217797657155,0.0,36.82023506102109,36.636714448842895,0.0,0.18352061217819227,1.5657983792882746e-06,1.5657983792882746e-06,322.6156695620918,0.1227341168700703,0.12212238149614299,4.565764723393966e-11,1.5657983792882746e-06,4.252548569267206e-08
component_bound_high,Q4,M,229800.0,0.182428048542387,0.182428048542387,0.0,36.681175857750844,36.49874936219365,0.0,0.1824264955571948,1.552985192193601e-06,1.552985192193601e-06,322.61769386955706,0.1222705861925028,0.12166249787397884,4.527263703960883e-11,1.552985192193601e-06,4.2337388480021984e-08
component_bound_high,Q4,M,230100.0,0.1813425137494381,0.1813425137494381,0.0,36.542927036727974,36.361586063283895,0.0,0.18134097344407962,1.5403053584828186e-06,1.5403053584828186e-06,322.61970632563686,0.12180975678909325,0.12120528687761299,4.4892933777384624e-11,1.5403053584828186e-06,4.215057422561453e-08
component_bound_high,Q4,M,230400.0,0.18026549071547404,0.18026549071547404,0.0,36.40548236844573,36.225218405498055,0.0,0.18026396294767721,1.527767796827284e-06,1.527767796827284e-06,322.621707021826,0.12135160789481911,0.12075072801832686,4.451696012582645e-11,1.527767796827284e-06,4.196532218321791e-08
component_bound_high,Q4,M,230700.0,0.1791968976268575,0.1791968976268575,0.0,36.26883568203103,36.08964029975209,0.0,0.17919538227894094,1.5153479165641581e-06,1.5153479165641581e-06,322.6236960487517,0.12089611894010344,0.12029880099917364,4.41449781199867e-11,1.5153479165641581e-06,4.178099153359145e-08
component_bound_high,Q4,M,231000.0,0.17813665372105777,0.17813665372105777,0.0,36.132980864518274,35.95484571386574,0.0,0.17813515065253682,1.5030685209527217e-06,1.5030685209527217e-06,322.6256734961849,0.12044326954839425,0.1198494857128858,4.3777803257678084e-11,1.5030685209527217e-06,4.159824307295663e-08
component_bound_high,Q4,M,231300.0,0.17708467918086626,0.17708467918086626,0.0,35.997911860214515,35.82082867194279,0.0,0.1770831882717232,1.4909091430592714e-06,1.4909091430592714e-06,322.6276394530521,0.11999303953404838,0.1194027622398093,4.3413730758494795e-11,1.4909091430592714e-06,4.1416545183195714e-08
component_bound_high,Q4,M,231600.0,0.17604089514342716,0.17604089514342716,0.0,35.86362267002518,35.687583253757964,0.0,0.17603941626721564,1.478876211519209e-06,1.478876211519209e-06,322.6295940074436,0.11954540890008393,0.11895861084585989,4.305380002950304e-11,1.478876211519209e-06,4.1236107827870214e-08
component_bound_high,Q4,M,231900.0,0.17500522364754198,0.17500522364754198,0.0,35.73010735082873,35.55510359415185,0.0,0.17500375667687962,1.4669706623615664e-06,1.4669706623615664e-06,322.6315372466242,0.11910035783609577,0.11851701198050618,4.269921302077135e-11,1.4669706623615664e-06,4.105699006044383e-08
component_bound_high,Q4,M,232200.0,0.17397758762020393,0.17397758762020393,0.0,35.597360014867306,35.42338388243318,0.0,0.17397613243412735,1.4551860765821267e-06,1.4551860765821267e-06,322.6334692570426,0.11865786671622436,0.11807794627477726,4.234812633406446e-11,1.4551860765821267e-06,4.087904484979688e-08
component_bound_high,Q4,M,232500.0,0.17295791085711892,0.17295791085711892,0.0,35.46537482912598,35.29241836178834,0.0,0.17295646733763448,1.4435194844453214e-06,1.4435194844453214e-06,322.63539012434006,0.1182179160970866,0.11764139453929447,4.199820813870406e-11,1.4435194844453214e-06,4.0702219880665955e-08
component_bound_high,Q4,M,232800.0,0.17194611800827708,0.17194611800827708,0.0,35.33414601473244,35.162201328698295,0.0,0.17194468603414492,1.4319741321600077e-06,1.4319741321600077e-06,322.63729993335994,0.1177804867157748,0.11720733776232764,4.1655533208322136e-11,1.4319741321600077e-06,4.052663764854969e-08
component_bound_high,Q4,M,233100.0,0.17094213456245777,0.17094213456245777,0.0,35.203667846376405,35.032727132362616,0.0,0.1709407140137884,1.4205486693619207e-06,1.4205486693619207e-06,322.63919876815567,0.11734555948792136,0.1167757571078754,4.131510398711576e-11,1.4205486693619207e-06,4.0352291572599334e-08
component_bound_high,Q4,M,233400.0,0.1699458868369388,0.1699458868369388,0.0,35.0739346517267,34.9039901741307,0.0,0.16994447759600462,1.4092409341692758e-06,1.4092409341692758e-06,322.6410867120001,0.11691311550575569,0.116346633913769,4.097814379060465e-11,1.4092409341692758e-06,4.017915150274987e-08
component_bound_high,Q4,M,233700.0,0.16895730195951292,0.16895730195951292,0.0,34.94494081085629,34.77598490693967,0.0,0.1689559039166184,1.3980428945070678e-06,1.3980428945070678e-06,322.64296384739407,0.11648313603618762,0.11591994968979889,4.0644453724906993e-11,1.3980428945070678e-06,4.000701852878057e-08
component_bound_high,Q4,M,234000.0,0.16797630787303758,0.16797630787303758,0.0,34.81668075566899,34.64870583475966,0.0,0.1679749209093302,1.3869637073837815e-06,1.3869637073837815e-06,322.64483025607393,0.11605560251889664,0.11549568611586554,4.0315986783752234e-11,1.3869637073837815e-06,3.983618418760239e-08
component_bound_high,Q4,M,234300.0,0.1670028332974793,0.1670028332974793,0.0,34.68914896934877,34.52214751204566,0.0,0.16700145730310823,1.3759943710833777e-06,1.3759943710833777e-06,322.6466860190208,0.11563049656449591,0.11507382504015222,3.998916940893462e-11,1.3759943710833777e-06,3.966642053684287e-08
component_bound_high,Q4,M,234600.0,0.16603680774824525,0.16603680774824525,0.0,34.562339985806915,34.396304543196024,0.0,0.16603544261089098,1.3651373542700185e-06,1.3651373542700185e-06,322.6485312164682,0.11520779995268972,0.11465434847732008,3.9668137549998594e-11,1.3651373542700185e-06,3.949782783314482e-08
component_bound_high,Q4,M,234900.0,0.1650781615087882,0.1650781615087882,0.0,34.436248389138434,34.27117158201749,0.0,0.16507680712094697,1.354387841240312e-06,1.354387841240312e-06,322.65036592791046,0.11478749463046145,0.11423723860672495,3.9348165282346824e-11,1.354387841240312e-06,3.933029596997275e-08
component_bound_high,Q4,M,235200.0,0.16412683185660473,0.16412683185660473,0.0,34.31086880584018,34.14674331773057,0.0,0.1641254881096117,1.3437469930377421e-06,1.3437469930377421e-06,322.65219023210994,0.11436956268613392,0.11382247772576856,3.9032089762331576e-11,1.3437469930377421e-06,3.916388712398381e-08
component_bound_high,Q4,M,235500.0,0.16318273563865415,0.16318273563865415,0.0,34.18619593102716,34.023014528603824,0.0,0.16318140242333357,1.3332153205869446e-06,1.3332153205869446e-06,322.65400420717503,0.1139539864367572,0.11341004842867941,3.872138897712454e-11,1.3332153205869446e-06,3.899864504599435e-08
component_bound_high,Q4,M,235800.0,0.16224581524690357,0.16224581524690357,0.0,34.0622244921463,33.899979999680944,0.0,0.162244492465355,1.3227815485739036e-06,1.3227815485739036e-06,322.6558079303324,0.11354074830715433,0.1129999333322698,3.8412421560508e-11,1.3227815485739036e-06,3.883426782296313e-08
component_bound_high,Q4,M,236100.0,0.16131600334066948,0.16131600334066948,0.0,33.938949268128766,33.7776345772487,0.0,0.16131469088006867,1.3124606008108053e-06,1.3124606008108053e-06,322.6576014782098,0.11312983089376256,0.11259211525749567,3.8106946347750606e-11,1.3124606008108053e-06,3.867122079832049e-08
component_bound_high,Q4,M,236400.0,0.16039323371065548,0.16039323371065548,0.0,33.81636508583819,33.65597315436899,0.0,0.16039193146919928,1.3022414561969509e-06,1.3022414561969509e-06,322.6593849267275,0.11272121695279397,0.11218657718122997,3.780378811946649e-11,1.3022414561969509e-06,3.850920857080263e-08
component_bound_high,Q4,M,236700.0,0.1594775625003223,0.1594775625003223,0.0,33.69446663085654,33.53499067043079,0.0,0.15947596042575185,1.6020745704503625e-06,1.6020745704503625e-06,322.6611583511103,0.1123148887695218,0.11178330223476929,4.9338672433800245e-11,1.6020745704503625e-06,4.754711175582828e-08
component_bound_high,Q4,M,237000.0,0.15856848346362276,0.15856848346362276,0.0,33.57324934213999,33.41468211336747,0.0,0.15856722877251883,1.2546911039301722e-06,1.2546911039301722e-06,322.66292182723924,0.11191083114046663,0.11138227371122489,3.8377905954748025e-11,1.2546911039301722e-06,3.7371750679947657e-08
component_bound_high,Q4,M,237300.0,0.1576664914857113,0.1576664914857113,0.0,33.45270775245734,33.2950425063882,0.0,0.15766524606914345,1.2454165678466023e-06,1.2454165678466023e-06,322.6646754254355,0.11150902584152449,0.110983475021294,3.8085860306080875e-11,1.2454165678466023e-06,3.7229170716535415e-08
component_bound_high,Q4,M,237600.0,0.1567712603900035,0.1567712603900035,0.0,33.33283695526616,33.17606693111356,0.0,0.15677002415259977,1.2362374037233614e-06,1.2362374037233614e-06,322.6664192215246,0.11110945651755386,0.11058688977037853,3.779846896698429e-11,1.2362374037233614e-06,3.7087674396944835e-08
component_bound_high,Q4,M,237900.0,0.15588274428459203,0.15588274428459203,0.0,33.21363202337048,33.0577505062295,0.0,0.1558815171409762,1.227143615833981e-06,1.227143615833981e-06,322.6681532877617,0.11071210674456826,0.11019250168743168,3.751369073237844e-11,1.227143615833981e-06,3.694698655571641e-08
component_bound_high,Q4,M,238200.0,0.15500088554251124,0.15500088554251124,0.0,33.09508806272765,32.94008839532184,0.0,0.15499966740581073,1.218136700509298e-06,1.218136700509298e-06,322.669877695928,0.11031696020909217,0.10980029465107279,3.723126734953395e-11,1.218136700509298e-06,3.680717507687154e-08
component_bound_high,Q4,M,238500.0,0.1541256245544883,0.1541256245544883,0.0,32.97720022096105,32.823075805618615,0.0,0.15412441534243726,1.2092120510454052e-06,1.2092120510454052e-06,322.6715925172016,0.10992400073653684,0.10941025268539539,3.6951994188169075e-11,1.2092120510454052e-06,3.6668123519982837e-08
component_bound_high,Q4,M,238800.0,0.15325690155713545,0.15325690155713545,0.0,32.859963688579384,32.70670798739737,0.0,0.1532557011820117,1.2003751237443794e-06,1.2003751237443794e-06,322.67329782213403,0.10953321229526461,0.10902235995799124,3.667490793823399e-11,1.2003751237443794e-06,3.6530019787014396e-08
component_bound_high,Q4,M,239100.0,0.1523946570901678,0.1523946570901678,0.0,32.743373698986716,32.59098023351044,0.0,0.15239346547627264,1.1916138951684196e-06,1.1916138951684196e-06,322.67499368064904,0.10914457899662239,0.10863660077836815,3.640089691923682e-11,1.1916138951684196e-06,3.639252039582273e-08
component_bound_high,Q4,M,239400.0,0.15153883219176426,0.15153883219176426,0.0,32.62742552818364,32.47588787893349,0.0,0.15153764925015167,1.1829416125819225e-06,1.1829416125819225e-06,322.6766801620451,0.10875808509394547,0.10825295959644497,3.6129764990054764e-11,1.1829416125819225e-06,3.6256051264605447e-08
component_bound_high,Q4,M,239700.0,-3.455353418632129,0.1481062815701334,-3.6034597002022624,32.51315727063749,32.36505272509175,-3.6034597002022624,-3.4553551546565204,1.7360243914632534e-06,1.736024391352231e-06,322.67835733510793,0.10837719090212497,0.10788350908363917,4.979972446408363e-11,1.736024391352231e-06,5.3394518929726585e-08
component_bound_high,Q4,M,240000.0,-8.86502106980772,0.14182312961428237,-9.006844199422002,32.4020545749929,32.26023317184192,-9.006844199422002,-8.865022796271017,1.726463297574421e-06,1.7264632976576877e-06,322.6799968910071,0.10800684858330967,0.10753411057280639,4.9612480308560684e-11,1.7264632976576877e-06,5.3282525454115154e-08
component_bound_high,Q4,M,240300.0,-11.570064177635063,0.13567401069162902,-11.705738188326691,32.29435190423274,32.15867961072177,-11.705738188326691,-11.57006589481572,1.7171806574733939e-06,1.7171806572235937e-06,322.6815675534519,0.1076478396807758,0.10719559870240589,4.9441473251861856e-11,1.7171806572235937e-06,5.317278582693982e-08
component_bound_high,Q4,M,240600.0,-11.5708585003094,0.13145048137395582,-11.702308981683355,32.18914204917361,32.05769327496045,-11.702308981683355,-11.570860207470194,1.707160794006679e-06,1.7071607931740118e-06,322.6830708895498,0.10729714016391204,0.10685897758320151,4.922274499527029e-11,1.7071607931740118e-06,5.303529962265147e-08
component_bound_high,Q4,M,240900.0,-8.869040526100228,0.13030810193065306,-8.999348628030882,32.08490050949134,31.954594103338614,-8.999348628030882,-8.869042221878155,1.695777926469244e-06,1.6957779269688444e-06,322.6845281689993,0.10694966836497113,0.10651531367779538,4.891690667389073e-11,1.6957779269688444e-06,5.285283420053617e-08
component_bound_high,Q4,M,241200.0,-3.466017782420657,0.13300210181912103,-3.599019884239778,31.97972180236235,31.846721382987116,-3.599019884239778,-3.4660194648645457,1.6824438887064197e-06,1.6824438886509085e-06,322.6859733705211,0.10659907267454116,0.10615573794329039,4.848946351898724e-11,1.6824438886509085e-06,5.260970996084857e-08
component_bound_high,Q4,M,241500.0,0.13685351985803262,0.13685351985803262,0.0,31.87274407160956,31.735892220015575,0.0,0.13685185159398472,1.6682640479048771e-06,1.6682640479048771e-06,322.68744875563675,0.10624248023869853,0.10578630740005192,4.801262052596857e-11,1.6682640479048771e-06,5.234140004251697e-08
component_bound_high,Q4,M,241800.0,0.1389972546588163,0.1389972546654744,-6.658126980350474e-12,31.76465224595388,31.625656646093272,-6.658126980350474e-12,0.13899559985394883,1.6548048674680516e-06,1.6548048674680516e-06,322.6889669857126,0.1058821741531796,0.10541885548697758,4.757777811126386e-11,1.6548048674680516e-06,5.209579675719061e-08
component_bound_high,Q4,M,242100.0,0.14015510866772982,0.14015510866107264,6.6571771347336145e-12,31.656137596177057,31.51598412933134,6.6571771347336145e-12,0.14015346685237456,1.6418153552522075e-06,1.6418153552522075e-06,322.6905091301497,0.10552045865392352,0.10505328043110447,4.7170642742635134e-11,1.6418153552522075e-06,5.1864045329727174e-08
component_bound_high,Q4,M,242400.0,0.1406806675632712,0.1406806675632712,0.0,31.547549499536473,31.406870461141764,0.0,0.1406790383947083,1.6291685628888608e-06,1.6291685628888608e-06,322.69206425846556,0.10515849833178824,0.10468956820380589,4.678488137479706e-11,1.6291685628888608e-06,5.1641683386939396e-08
component_bound_high,Q4,M,242700.0,0.14078841146109228,0.14078841146109228,0.0,31.439101459913598,31.298314665228215,0.0,0.1407867946853827,1.616775709589735e-06,1.616775709589735e-06,322.69362535909494,0.10479700486637866,0.10432771555076072,4.641309767295365e-11,1.616775709589735e-06,5.1425633510906906e-08
