model,bound_fraction,release_tau_s,question,time_s,dt_s,rho_d_kg_m3,liquid_inventory_old_kg,bound_inventory_old_kg,liquid_inventory_new_kg,bound_inventory_new_kg,total_inventory_old_kg,total_inventory_new_kg,delta_total_inventory_kg,boundary_net_in_kg_s,expected_delta_from_boundary_kg,water_balance_residual_kg,release_to_liquid_kg_s,liquid_min_C,bound_min_C,total_min_C,phase_split_residual_C,dry_solid_inventory_relative_error,solver_relative_residual
M0,0.0,0.0,Q3,163200.0,300.0,650.0,0.013848519451076855,0.0,0.013838628630069185,0.0,0.013848519451076855,0.013838628630069185,-9.890821007670081e-06,-3.2969403471731927e-08,-9.890821041519577e-06,3.3849496556409564e-14,0.0,0.05731381526758477,0.0,0.05731381526758477,0.0,0.0,1.6098587384680887e-11
M0,0.0,0.0,Q3,163500.0,300.0,650.0,0.013838628630069185,0.0,0.013828772299279814,0.0,0.013838628630069185,0.013828772299279814,-9.856330789370649e-06,-3.285443607719532e-08,-9.856330823158595e-06,3.378794606026438e-14,0.0,0.05730364841999207,0.0,0.05730364841999207,0.0,0.0,1.587771962495295e-11
M0,0.0,0.0,Q3,163800.0,300.0,650.0,0.013828772299279814,0.0,0.013818950258916388,0.0,0.013828772299279814,0.013818950258916388,-9.822040363425752e-06,-3.2740134657193683e-08,-9.822040397158106e-06,3.373235359387019e-14,0.0,0.057293513832270215,0.0,0.057293513832270215,0.0,0.0,1.56606573520556e-11
M0,0.0,0.0,Q3,164100.0,300.0,650.0,0.013818950258916388,0.0,0.013809162310788957,0.0,0.013818950258916388,0.013809162310788957,-9.787948127431417e-06,-3.2626493870342254e-08,-9.787948161102676e-06,3.367125880145063e-14,0.0,0.057283411333629755,0.0,0.057283411333629755,0.0,0.0,1.5447331381305815e-11
M0,0.0,0.0,Q3,164400.0,300.0,650.0,0.013809162310788957,0.0,0.013799408258293637,0.0,0.013809162310788957,0.013799408258293637,-9.754052495319562e-06,-3.2513508429726196e-08,-9.75405252891786e-06,3.359829707744004e-14,0.0,0.05727334075456618,0.0,0.05727334075456618,0.0,0.0,1.5237690447253437e-11
M0,0.0,0.0,Q3,164700.0,300.0,650.0,0.013799408258293637,0.0,0.0137896879063965,0.0,0.013799408258293637,0.0137896879063965,-9.720351897137686e-06,-3.240117310222899e-08,-9.720351930668696e-06,3.353101047417605e-14,0.0,0.0572633019268474,0.0,0.0572633019268474,0.0,0.0,1.5031656399680956e-11
M0,0.0,0.0,Q3,165000.0,300.0,650.0,0.0137896879063965,0.0,0.013780001061617591,0.0,0.0137896879063965,0.013780001061617591,-9.686844778908354e-06,-3.228948270786986e-08,-9.686844812360959e-06,3.345260402238051e-14,0.0,0.057253294683501245,0.0,0.057253294683501245,0.0,0.0,1.4829071202420084e-11
M0,0.0,0.0,Q3,165300.0,300.0,650.0,0.013780001061617591,0.0,0.01377034753201522,0.0,0.013780001061617591,0.01377034753201522,-9.65352960237073e-06,-3.217843211915147e-08,-9.65352963574544e-06,3.337470917848511e-14,0.0,0.05724331885880324,0.0,0.05724331885880324,0.0,0.0,1.4630004881097923e-11
M0,0.0,0.0,Q3,165600.0,300.0,650.0,0.01377034753201522,0.0,0.01376072712717039,0.0,0.01377034753201522,0.01376072712717039,-9.620404844831384e-06,-3.2068016260416274e-08,-9.620404878124882e-06,3.3293497353568263e-14,0.0,0.05723337428826443,0.0,0.05723337428826443,0.0,0.0,1.4434350470515197e-11
M0,0.0,0.0,Q3,165900.0,300.0,650.0,0.01376072712717039,0.0,0.013751139658171428,0.0,0.01376072712717039,0.013751139658171428,-9.587468998961332e-06,-3.195823010721273e-08,-9.58746903216382e-06,3.320248874558347e-14,0.0,0.057223460808619384,0.0,0.057223460808619384,0.0,0.0,1.4241989190324097e-11
M0,0.0,0.0,Q3,166200.0,300.0,650.0,0.013751139658171428,0.0,0.013741584937598847,0.0,0.013751139658171428,0.013741584937598847,-9.55472057258093e-06,-3.1849068685670145e-08,-9.554720605701043e-06,3.31201130973971e-14,0.0,0.057213578257814326,0.0,0.057213578257814326,0.0,0.0,1.4052860833865742e-11
M0,0.0,0.0,Q3,166500.0,300.0,650.0,0.013741584937598847,0.0,0.013732062779510307,0.0,0.013741584937598847,0.013732062779510307,-9.522158088540178e-06,-3.174052707188275e-08,-9.522158121564824e-06,3.302464570797796e-14,0.0,0.0572037264749955,0.0,0.0572037264749955,0.0,0.0,1.3867000293640038e-11
M0,0.0,0.0,Q3,166800.0,300.0,650.0,0.013732062779510307,0.0,0.013722572999425846,0.0,0.013732062779510307,0.013722572999425846,-9.489780084460248e-06,-3.163260039130226e-08,-9.48978011739068e-06,3.293043192732076e-14,0.0,0.05719390530049752,0.0,0.05719390530049752,0.0,0.0,1.3684232532586902e-11
M0,0.0,0.0,Q3,167100.0,300.0,650.0,0.013722572999425846,0.0,0.013713115414313236,0.0,0.013722572999425846,0.013713115414313236,-9.457585112610314e-06,-3.152528381813943e-08,-9.457585145441828e-06,3.2831513725674506e-14,0.0,0.05718411457583199,0.0,0.05718411457583199,0.0,0.0,1.3504536374196183e-11
M0,0.0,0.0,Q3,167400.0,300.0,650.0,0.013713115414313236,0.0,0.013703689842573533,0.0,0.013713115414313236,0.013703689842573533,-9.425571739702862e-06,-3.141857257477378e-08,-9.425571772432134e-06,3.272927176674323e-14,0.0,0.05717435414367619,0.0,0.05717435414367619,0.0,0.0,1.332782216603311e-11
M0,0.0,0.0,Q3,167700.0,300.0,650.0,0.013703689842573533,0.0,0.013694296104026813,0.0,0.013703689842573533,0.013694296104026813,-9.39373854672021e-06,-3.131246193117184e-08,-9.393738579351552e-06,3.263134289957937e-14,0.0,0.057164623847861924,0.0,0.057164623847861924,0.0,0.0,1.3154050612943078e-11
M0,0.0,0.0,Q3,168000.0,300.0,650.0,0.013694296104026813,0.0,0.01368493401989804,0.0,0.013694296104026813,0.01368493401989804,-9.362084128772263e-06,-3.1206947204313706e-08,-9.362084161294112e-06,3.25218486445537e-14,0.0,0.05715492353336445,0.0,0.05715492353336445,0.0,0.0,1.2983279004766479e-11
M0,0.0,0.0,Q3,168300.0,300.0,650.0,0.01368493401989804,0.0,0.013675603412803168,0.0,0.01368493401989804,0.013675603412803168,-9.33060709487274e-06,-3.110202375762749e-08,-9.330607127288246e-06,3.241550704615771e-14,0.0,0.05714525304629165,0.0,0.05714525304629165,0.0,0.0,1.2815243249408617e-11
M0,0.0,0.0,Q3,168600.0,300.0,650.0,0.013675603412803168,0.0,0.01366630410673534,0.0,0.013675603412803168,0.01366630410673534,-9.29930606782814e-06,-3.099768700043178e-08,-9.299306100129534e-06,3.2301394767503613e-14,0.0,0.057135612233873215,0.0,0.057135612233873215,0.0,0.0,1.2650038950640289e-11
M0,0.0,0.0,Q3,168900.0,300.0,650.0,0.01366630410673534,0.0,0.013657035927051316,0.0,0.01366630410673534,0.013657035927051316,-9.26817968402438e-06,-3.089393238738617e-08,-9.26817971621585e-06,3.219147021974074e-14,0.0,0.05712600094444999,0.0,0.05712600094444999,0.0,0.0,1.2487506900641818e-11
M0,0.0,0.0,Q3,169200.0,300.0,650.0,0.013657035927051316,0.0,0.013647798700458005,0.0,0.013657035927051316,0.013647798700458005,-9.237226593310569e-06,-3.079075541794914e-08,-9.237226625384742e-06,3.2074173097204964e-14,0.0,0.057116419027463464,0.0,0.057116419027463464,0.0,0.0,1.2327771825078813e-11
M0,0.0,0.0,Q3,169500.0,300.0,650.0,0.013647798700458005,0.0,0.01363859225499921,0.0,0.013647798700458005,0.01363859225499921,-9.206445458794302e-06,-3.068815163584373e-08,-9.206445490753119e-06,3.1958817374184295e-14,0.0,0.0571068663334454,0.0,0.0571068663334454,0.0,0.0,1.217059840360058e-11
M0,0.0,0.0,Q3,169800.0,300.0,650.0,0.01363859225499921,0.0,0.013629416420042494,0.0,0.01363859225499921,0.013629416420042494,-9.175834956716769e-06,-3.058611662853076e-08,-9.175834988559228e-06,3.184245876415408e-14,0.0,0.05709734271400756,0.0,0.05709734271400756,0.0,0.0,1.2015914694665483e-11
M0,0.0,0.0,Q3,170100.0,300.0,650.0,0.013629416420042494,0.0,0.013620271026266204,0.0,0.013629416420042494,0.013620271026266204,-9.145393776289687e-06,-3.048464602668903e-08,-9.14539380800671e-06,3.171702334906108e-14,0.0,0.057087848021831464,0.0,0.057087848021831464,0.0,0.0,1.1863888990045937e-11
M0,0.0,0.0,Q3,170400.0,300.0,650.0,0.013620271026266204,0.0,0.013611155905646691,0.0,0.013620271026266204,0.013611155905646691,-9.115120619513153e-06,-3.038373550370328e-08,-9.115120651110982e-06,3.159782887272346e-14,0.0,0.05707838211065845,0.0,0.05707838211065845,0.0,0.0,1.171426552681383e-11
M0,0.0,0.0,Q3,170700.0,300.0,650.0,0.013611155905646691,0.0,0.013602070891445616,0.0,0.013611155905646691,0.013602070891445616,-9.085014201075034e-06,-3.028338077515876e-08,-9.085014232547629e-06,3.147259505147191e-14,0.0,0.05706894483527972,0.0,0.05706894483527972,0.0,0.0,1.1567080013031965e-11
M0,0.0,0.0,Q3,171000.0,300.0,650.0,0.013602070891445616,0.0,0.013593015818197461,0.0,0.013602070891445616,0.013593015818197461,-9.055073248154938e-06,-3.0183577598343076e-08,-9.055073279502923e-06,3.134798464646954e-14,0.0,0.05705953605152651,0.0,0.05705953605152651,0.0,0.0,1.142237396641271e-11
M0,0.0,0.0,Q3,171300.0,300.0,650.0,0.013593015818197461,0.0,0.013583990521697153,0.0,0.013593015818197461,0.013583990521697153,-9.025296500307992e-06,-3.0084321771754886e-08,-9.025296531526465e-06,3.121847330883436e-14,0.0,0.05705015561626042,0.0,0.05705015561626042,0.0,0.0,1.1279935965648959e-11
M0,0.0,0.0,Q3,171600.0,300.0,650.0,0.013583990521697153,0.0,0.013574994838987857,0.0,0.013583990521697153,0.013574994838987857,-8.99568270929657e-06,-2.998560913461931e-08,-8.995682740385794e-06,3.108922285734693e-14,0.0,0.0570408033873638,0.0,0.0570408033873638,0.0,0.0,1.113983778088822e-11
M0,0.0,0.0,Q3,171900.0,300.0,650.0,0.013574994838987857,0.0,0.013566028608348893,0.0,0.013574994838987857,0.013566028608348893,-8.966230638963665e-06,-2.9887435566410136e-08,-8.966230669923041e-06,3.0959376094664634e-14,0.0,0.057031479223730336,0.0,0.057031479223730336,0.0,0.0,1.1001926371741318e-11
M0,0.0,0.0,Q3,172200.0,300.0,650.0,0.013566028608348893,0.0,0.013557091669283807,0.0,0.013566028608348893,0.013557091669283807,-8.936939065085428e-06,-2.9789796986378415e-08,-8.936939095913524e-06,3.0828096152235585e-14,0.0,0.05702218298525563,0.0,0.05702218298525563,0.0,0.0,1.0866318905459054e-11
M0,0.0,0.0,Q3,172500.0,300.0,650.0,0.013557091669283807,0.0,0.013548183862508577,0.0,0.013557091669283807,0.013548183862508577,-8.907806775230662e-06,-2.9692689353087673e-08,-8.907806805926302e-06,3.0695640528075746e-14,0.0,0.05701291453282796,0.0,0.05701291453282796,0.0,0.0,1.0732771569355595e-11
M0,0.0,0.0,Q3,172800.0,300.0,650.0,0.013548183862508577,0.0,0.013539305029939951,0.0,0.013548183862508577,0.013539305029939951,-8.878832568625511e-06,-2.9596108663955362e-08,-8.878832599186609e-06,3.056109781473387e-14,0.0,0.05700367372831911,0.0,0.05700367372831911,0.0,0.0,1.0601439816334012e-11
M0,0.0,0.0,Q3,173100.0,300.0,650.0,0.013539305029939951,0.0,0.013530455014683938,0.0,0.013539305029939951,0.013530455014683938,-8.85001525601295e-06,-2.9500050954800736e-08,-8.850015286440221e-06,3.042727169126538e-14,0.0,0.05699446043457537,0.0,0.05699446043457537,0.0,0.0,1.047225381395404e-11
M0,0.0,0.0,Q3,173400.0,300.0,650.0,0.013530455014683938,0.0,0.013521633661024407,0.0,0.013530455014683938,0.013521633661024407,-8.82135365953135e-06,-2.940451229939877e-08,-8.821353689819632e-06,3.028828205495042e-14,0.0,0.056985274515408545,0.0,0.056985274515408545,0.0,0.0,1.0344962465174885e-11
M0,0.0,0.0,Q3,173700.0,300.0,650.0,0.013521633661024407,0.0,0.013512840814411847,0.0,0.013521633661024407,0.013512840814411847,-8.792846612560093e-06,-2.9309488809040086e-08,-8.792846642712026e-06,3.0151933467365e-14,0.0,0.05697611583558711,0.0,0.05697611583558711,0.0,0.0,1.0219781449369101e-11
M0,0.0,0.0,Q3,174000.0,300.0,650.0,0.013512840814411847,0.0,0.013504076321452233,0.0,0.013512840814411847,0.013504076321452233,-8.764492959613748e-06,-2.9214976632097102e-08,-8.76449298962913e-06,3.001538159187224e-14,0.0,0.056966984260827504,0.0,0.056966984260827504,0.0,0.0,1.0096591352055697e-11
M0,0.0,0.0,Q3,174300.0,300.0,650.0,0.013504076321452233,0.0,0.01349534002989603,0.0,0.013504076321452233,0.01349534002989603,-8.736291556203299e-06,-2.912097195359576e-08,-8.736291586078729e-06,2.98754297261292e-14,0.0,0.056957879657785454,0.0,0.056957879657785454,0.0,0.0,9.975262264981347e-12
M0,0.0,0.0,Q3,174600.0,300.0,650.0,0.01349534002989603,0.0,0.013486631788627327,0.0,0.01349534002989603,0.013486631788627327,-8.708241268702566e-06,-2.902747099479326e-08,-8.708241298437977e-06,2.9735411791816276e-14,0.0,0.05694880189404741,0.0,0.05694880189404741,0.0,0.0,9.855904503837686e-12
M0,0.0,0.0,Q3,174900.0,300.0,650.0,0.013486631788627327,0.0,0.013477951447653092,0.0,0.013486631788627327,0.013477951447653092,-8.680340974235451e-06,-2.893447001276143e-08,-8.680341003828429e-06,2.959297811953778e-14,0.0,0.05693975083812218,0.0,0.05693975083812218,0.0,0.0,9.738376098601769e-12
M0,0.0,0.0,Q3,175200.0,300.0,650.0,0.013477951447653092,0.0,0.013469298858092555,0.0,0.013477951447653092,0.013469298858092555,-8.65258956053716e-06,-2.8841965299975666e-08,-8.652589589992699e-06,2.94555385535163e-14,0.0,0.05693072635943245,0.0,0.05693072635943245,0.0,0.0,9.622699517329806e-12
M0,0.0,0.0,Q3,175500.0,300.0,650.0,0.013469298858092555,0.0,0.013460673872166692,0.0,0.013469298858092555,0.013460673872166692,-8.624985925862264e-06,-2.874995318390947e-08,-8.624985955172841e-06,2.93105773349232e-14,0.0,0.05692172832830657,0.0,0.05692172832830657,0.0,0.0,9.50885935961254e-12
M0,0.0,0.0,Q3,175800.0,300.0,650.0,0.013460673872166692,0.0,0.01345207634318787,0.0,0.013460673872166692,0.01345207634318787,-8.597528978821628e-06,-2.8658430026634394e-08,-8.597529007990319e-06,2.916869084592863e-14,0.0,0.056912756615970436,0.0,0.056912756615970436,0.0,0.0,9.396757392574185e-12
M0,0.0,0.0,Q3,176100.0,300.0,650.0,0.01345207634318787,0.0,0.013443506125549566,0.0,0.01345207634318787,0.013443506125549566,-8.570217638304359e-06,-2.8567392224425257e-08,-8.570217667327577e-06,2.902321801943539e-14,0.0,0.05690381109453935,0.0,0.05690381109453935,0.0,0.0,9.286351943127142e-12
M0,0.0,0.0,Q3,176400.0,300.0,650.0,0.013443506125549566,0.0,0.013434963074716238,0.0,0.013443506125549566,0.013434963074716238,-8.543050833328611e-06,-2.8476836207370905e-08,-8.543050862211272e-06,2.888266137216801e-14,0.0,0.056894891637010024,0.0,0.056894891637010024,0.0,0.0,9.177703442132377e-12
M0,0.0,0.0,Q3,176700.0,300.0,650.0,0.013434963074716238,0.0,0.013426447047213274,0.0,0.013434963074716238,0.013426447047213274,-8.516027502963527e-06,-2.8386758438989794e-08,-8.516027531696938e-06,2.873341077873001e-14,0.0,0.05688599811725272,0.0,0.05688599811725272,0.0,0.0,9.070674542294062e-12
M0,0.0,0.0,Q3,177000.0,300.0,650.0,0.013426447047213274,0.0,0.01341795790061711,0.0,0.013426447047213274,0.01341795790061711,-8.48914659616444e-06,-2.8297155415851012e-08,-8.489146624755304e-06,2.8590863604036586e-14,0.0,0.05687713041000339,0.0,0.05687713041000339,0.0,0.0,8.965313647683956e-12
M0,0.0,0.0,Q3,177300.0,300.0,650.0,0.01341795790061711,0.0,0.0134094954935454,0.0,0.01341795790061711,0.0134094954935454,-8.46240707171042e-06,-2.820802366720013e-08,-8.46240710016004e-06,2.8449619166016037e-14,0.0,0.05686828839085597,0.0,0.05686828839085597,0.0,0.0,8.861541403721239e-12
M0,0.0,0.0,Q3,177600.0,300.0,650.0,0.0134094954935454,0.0,0.013401059685647322,0.0,0.0134094954935454,0.013401059685647322,-8.435807898077644e-06,-2.811935975459017e-08,-8.435807926377052e-06,2.8299408037215854e-14,0.0,0.05685947193625475,0.0,0.05685947193625475,0.0,0.0,8.759419768583806e-12
M0,0.0,0.0,Q3,177900.0,300.0,650.0,0.013401059685647322,0.0,0.013392650337594021,0.0,0.013401059685647322,0.013392650337594021,-8.409348053300611e-06,-2.8031160271517278e-08,-8.409348081455183e-06,2.8154572179498946e-14,0.0,0.05685068092348678,0.0,0.05685068092348678,0.0,0.0,8.658784747355562e-12
M0,0.0,0.0,Q3,178200.0,300.0,650.0,0.013392650337594021,0.0,0.01338426731106911,0.0,0.013392650337594021,0.01338426731106911,-8.383026524911436e-06,-2.7943421843061384e-08,-8.383026552918416e-06,2.8006980076571673e-14,0.0,0.05684191523067441,0.0,0.05684191523067441,0.0,0.0,8.559687800006121e-12
M0,0.0,0.0,Q3,178500.0,300.0,650.0,0.01338426731106911,0.0,0.01337591046875931,0.0,0.01338426731106911,0.01337591046875931,-8.356842309799328e-06,-2.7856141125531534e-08,-8.35684233765946e-06,2.786013166857209e-14,0.0,0.05683317473676789,0.0,0.05683317473676789,0.0,0.0,8.462069241474871e-12
M0,0.0,0.0,Q3,178800.0,300.0,650.0,0.01337591046875931,0.0,0.013367579674345192,0.0,0.01337591046875931,0.013367579674345192,-8.330794414118659e-06,-2.7769314806115823e-08,-8.330794441834747e-06,2.7716088633693813e-14,0.0,0.05682445932153809,0.0,0.05682445932153809,0.0,0.0,8.36598234416965e-12
M0,0.0,0.0,Q3,179100.0,300.0,650.0,0.013367579674345192,0.0,0.013359274792491998,0.0,0.013367579674345192,0.013359274792491998,-8.304881853193544e-06,-2.768293960253605e-08,-8.304881880760815e-06,2.756727172112481e-14,0.0,0.05681576886556921,0.0,0.05681576886556921,0.0,0.0,8.271313477309025e-12
M0,0.0,0.0,Q3,179400.0,300.0,650.0,0.013359274792491998,0.0,0.013350995688840607,0.0,0.013359274792491998,0.013350995688840607,-8.279103651391215e-06,-2.7597012262706818e-08,-8.279103678812045e-06,2.742082988893991e-14,0.0,0.056807103250251664,0.0,0.056807103250251664,0.0,0.0,8.17803587855918e-12
M0,0.0,0.0,Q3,179700.0,300.0,650.0,0.013350995688840607,0.0,0.013342742229998558,0.0,0.013350995688840607,0.013342742229998558,-8.253458842049158e-06,-2.7511529564399077e-08,-8.253458869319722e-06,2.72705645500311e-14,0.0,0.056798462357774956,0.0,0.056798462357774956,0.0,0.0,8.086175683943625e-12
M0,0.0,0.0,Q3,180000.0,300.0,650.0,0.013342742229998558,0.0,0.013334514283531213,0.0,0.013342742229998558,0.013334514283531213,-8.22794646734501e-06,-2.7426488314908146e-08,-8.227946494472444e-06,2.7127434616669964e-14,0.0,0.05678984607112076,0.0,0.05678984607112076,0.0,0.0,7.995628006015309e-12
M0,0.0,0.0,Q3,180300.0,300.0,650.0,0.013334514283531213,0.0,0.013326311717952974,0.0,0.013334514283531213,0.013326311717952974,-8.202565578239313e-06,-2.7341885350725953e-08,-8.202565605217786e-06,2.6978473708499928e-14,0.0,0.056781254274055906,0.0,0.056781254274055906,0.0,0.0,7.906514607932582e-12
M0,0.0,0.0,Q3,180600.0,300.0,650.0,0.013326311717952974,0.0,0.013318134402718639,0.0,0.013326311717952974,0.013318134402718639,-8.177315234335e-06,-2.7257717537217757e-08,-8.177315261165326e-06,2.6830325951959257e-14,0.0,0.05677268685112559,0.0,0.05677268685112559,0.0,0.0,7.818721751574615e-12
M0,0.0,0.0,Q3,180900.0,300.0,650.0,0.013318134402718639,0.0,0.013309982208214832,0.0,0.013318134402718639,0.013309982208214832,-8.152194503806276e-06,-2.7173981768302644e-08,-8.152194530490794e-06,2.66845177004189e-14,0.0,0.056764143687646554,0.0,0.056764143687646554,0.0,0.0,7.732147420173285e-12
M0,0.0,0.0,Q3,181200.0,300.0,650.0,0.013309982208214832,0.0,0.013301855005751527,0.0,0.013309982208214832,0.013301855005751527,-8.127202463304936e-06,-2.7090674966138716e-08,-8.127202489841614e-06,2.653667826387103e-14,0.0,0.056755624669700404,0.0,0.056755624669700404,0.0,0.0,7.646856325349824e-12
M0,0.0,0.0,Q3,181500.0,300.0,650.0,0.013301855005751527,0.0,0.013293752667553671,0.0,0.013301855005751527,0.013293752667553671,-8.102338197856288e-06,-2.7007794080811847e-08,-8.102338224243554e-06,2.6387266734173055e-14,0.0,0.05674712968412698,0.0,0.05674712968412698,0.0,0.0,7.562862975298578e-12
M0,0.0,0.0,Q3,181800.0,300.0,650.0,0.013293752667553671,0.0,0.013285675066752902,0.0,0.013293752667553671,0.013285675066752902,-8.077600800768941e-06,-2.6925336090028762e-08,-8.077600827008628e-06,2.6239686489707044e-14,0.0,0.0567386586185178,0.0,0.0567386586185178,0.0,0.0,7.480121580830442e-12
M0,0.0,0.0,Q3,182100.0,300.0,650.0,0.013285675066752902,0.0,0.013277622077379318,0.0,0.013285675066752902,0.013277622077379318,-8.052989373584507e-06,-2.6843297998928834e-08,-8.05298939967865e-06,2.6094142512446232e-14,0.0,0.05673021136120957,0.0,0.05673021136120957,0.0,0.0,7.39790255233763e-12
M0,0.0,0.0,Q3,182400.0,300.0,650.0,0.013277622077379318,0.0,0.013269593574353459,0.0,0.013277622077379318,0.013269593574353459,-8.028503025859016e-06,-2.6761676839347286e-08,-8.028503051804185e-06,2.5945169745814935e-14,0.0,0.05672178780127768,0.0,0.05672178780127768,0.0,0.0,7.317531495804826e-12
M0,0.0,0.0,Q3,182700.0,300.0,650.0,0.013269593574353459,0.0,0.013261589433478214,0.0,0.013269593574353459,0.013261589433478214,-8.004140875244453e-06,-2.668046967014248e-08,-8.004140901042744e-06,2.579829084462925e-14,0.0,0.056713387828529936,0.0,0.056713387828529936,0.0,0.0,7.238356591546394e-12
M0,0.0,0.0,Q3,183000.0,300.0,650.0,0.013261589433478214,0.0,0.013253609531430913,0.0,0.013261589433478214,0.013253609531430913,-7.97990204730141e-06,-2.6599673576512585e-08,-7.979902072953776e-06,2.5652365702542174e-14,0.0,0.0567050113335003,0.0,0.0567050113335003,0.0,0.0,7.160267985222455e-12
M0,0.0,0.0,Q3,183300.0,300.0,650.0,0.013253609531430913,0.0,0.013245653745755478,0.0,0.013253609531430913,0.013245653745755478,-7.955785675434895e-06,-2.6519285669799868e-08,-7.95578570093996e-06,2.5505064978948756e-14,0.0,0.05669665820744259,0.0,0.05669665820744259,0.0,0.0,7.0832725191741906e-12
M0,0.0,0.0,Q3,183600.0,300.0,650.0,0.013245653745755478,0.0,0.013237721954854675,0.0,0.013245653745755478,0.013237721954854675,-7.931790900802399e-06,-2.6439303087206476e-08,-7.931790926161942e-06,2.5359543024544573e-14,0.0,0.056688328342324366,0.0,0.056688328342324366,0.0,0.0,7.007522327354236e-12
M0,0.0,0.0,Q3,183900.0,300.0,650.0,0.013237721954854675,0.0,0.013229814037982433,0.0,0.013237721954854675,0.013229814037982433,-7.907916872242765e-06,-2.6359722991513958e-08,-7.907916897454187e-06,2.5211422373058213e-14,0.0,0.056680021630820816,0.0,0.056680021630820816,0.0,0.0,6.9326794913247555e-12
M0,0.0,0.0,Q3,184200.0,300.0,650.0,0.013229814037982433,0.0,0.013221929875236257,0.0,0.013229814037982433,0.013221929875236257,-7.88416274617558e-06,-2.6280542570806353e-08,-7.884162771241905e-06,2.5066325629193552e-14,0.0,0.05667173796630877,0.0,0.05667173796630877,0.0,0.0,6.85895625376693e-12
M0,0.0,0.0,Q3,184500.0,300.0,650.0,0.013221929875236257,0.0,0.013214069347549722,0.0,0.013221929875236257,0.013214069347549722,-7.860527686535251e-06,-2.620175903819664e-08,-7.860527711458993e-06,2.4923741185050446e-14,0.0,0.0566634772428607,0.0,0.0566634772428607,0.0,0.0,6.786350527367643e-12
M0,0.0,0.0,Q3,184800.0,300.0,650.0,0.013214069347549722,0.0,0.013206232336685027,0.0,0.013214069347549722,0.013206232336685027,-7.837010864694682e-06,-2.6123369631556924e-08,-7.837010889467077e-06,2.4772395032100943e-14,0.0,0.056655239355238834,0.0,0.056655239355238834,0.0,0.0,6.714708280800247e-12
M0,0.0,0.0,Q3,185100.0,300.0,650.0,0.013206232336685027,0.0,0.013198418725225683,0.0,0.013206232336685027,0.013198418725225683,-7.813611459343839e-06,-2.6045371613251763e-08,-7.813611483975528e-06,2.4631689307034847e-14,0.0,0.05664702419888934,0.0,0.05664702419888934,0.0,0.0,6.644120550817671e-12
M0,0.0,0.0,Q3,185400.0,300.0,650.0,0.013198418725225683,0.0,0.013190628396569204,0.0,0.013198418725225683,0.013190628396569204,-7.790328656479342e-06,-2.596776226987504e-08,-7.790328680962513e-06,2.4483170550063278e-14,0.0,0.056638831669936496,0.0,0.056638831669936496,0.0,0.0,6.574440398052877e-12
M0,0.0,0.0,Q3,185700.0,300.0,650.0,0.013190628396569204,0.0,0.013182861234919949,0.0,0.013190628396569204,0.013182861234919949,-7.767161649255283e-06,-2.5890538911990122e-08,-7.767161673597036e-06,2.434175331732149e-14,0.0,0.05663066166517701,0.0,0.05663066166517701,0.0,0.0,6.505813836193516e-12
M0,0.0,0.0,Q3,186000.0,300.0,650.0,0.013182861234919949,0.0,0.013175117125281985,0.0,0.013182861234919949,0.013175117125281985,-7.744109637964139e-06,-2.5813698873873196e-08,-7.74410966216196e-06,2.4197820396726355e-14,0.0,0.05662251408207438,0.0,0.05662251408207438,0.0,0.0,6.438192152868077e-12
M0,0.0,0.0,Q3,186300.0,300.0,650.0,0.013175117125281985,0.0,0.013167395953452059,0.0,0.013175117125281985,0.013167395953452059,-7.721171829925752e-06,-2.5737239513259873e-08,-7.721171853977962e-06,2.4052210350895657e-14,0.0,0.056614388818753233,0.0,0.056614388818753233,0.0,0.0,6.371442390835874e-12
M0,0.0,0.0,Q3,186600.0,300.0,650.0,0.013167395953452059,0.0,0.013159697606012639,0.0,0.013167395953452059,0.013159697606012639,-7.698347439419675e-06,-2.5661158211095107e-08,-7.698347463328532e-06,2.3908856800836445e-14,0.0,0.05660628577399385,0.0,0.05660628577399385,0.0,0.0,6.305678695692898e-12
M0,0.0,0.0,Q3,186900.0,300.0,650.0,0.013159697606012639,0.0,0.013152021970325022,0.0,0.013159697606012639,0.013152021970325022,-7.675635687617519e-06,-2.558545237128599e-08,-7.675635711385797e-06,2.3768278130712438e-14,0.0,0.05659820484722663,0.0,0.05659820484722663,0.0,0.0,6.240715310693212e-12
M0,0.0,0.0,Q3,187200.0,300.0,650.0,0.013152021970325022,0.0,0.013144368934522506,0.0,0.013152021970325022,0.013144368934522506,-7.653035802515293e-06,-2.5510119420457817e-08,-7.653035826137346e-06,2.3622053138962033e-14,0.0,0.056590145938526716,0.0,0.056590145938526716,0.0,0.0,6.176748016676297e-12
M0,0.0,0.0,Q3,187500.0,300.0,650.0,0.013144368934522506,0.0,0.013136738387503673,0.0,0.013144368934522506,0.013136738387503673,-7.630547018832798e-06,-2.5435156807713148e-08,-7.630547042313944e-06,2.348114582005449e-14,0.0,0.05658210894860858,0.0,0.05658210894860858,0.0,0.0,6.113571780785155e-12
M0,0.0,0.0,Q3,187800.0,300.0,650.0,0.013136738387503673,0.0,0.013129130218925696,0.0,0.013136738387503673,0.013129130218925696,-7.608168577977192e-06,-2.536056200439383e-08,-7.608168601318148e-06,2.3340955938053274e-14,0.0,0.05657409377882071,0.0,0.05657409377882071,0.0,0.0,6.051319302484507e-12
