time_s,max_C,mean_C,center_C,surface_C
168600,0.1586254400537497,0.1218566501247522,0.1586254400537497,0.0531694026712276
168660,0.1585877342525191,0.1218321591710128,0.1585877342525191,0.0531668204788375
168720,0.1585500604145794,0.1218076879541345,0.1585500604145794,0.0531642415721735
168780,0.1585124185119673,0.1217832364491386,0.1585124185119673,0.0531616659456295
168840,0.1584748084886376,0.1217588046310888,0.1584748084886376,0.0531590935936133
168900,0.1584372303163849,0.1217343924750912,0.1584372303163849,0.0531565245105426
168960,0.1583996839396883,0.121709999956294,0.1583996839396883,0.0531539586908489
169020,0.1583621693301821,0.1216856270498878,0.1583621693301821,0.0531513961289736
169080,0.1583246864328035,0.1216612737311052,0.1583246864328035,0.0531488368193716
169140,0.1582872352190061,0.1216369399752205,0.1582872352190061,0.053146280756508
169200,0.1582498156341993,0.1216126257575504,0.1582498156341993,0.0531437279348611
169260,0.1582124276496614,0.1215883310534529,0.1582124276496614,0.0531411783489193
169320,0.1581750712112669,0.1215640558383281,0.1581750712112669,0.0531386319931843
169380,0.1581377462901244,0.1215398000876176,0.1581377462901244,0.0531360888621677
169440,0.1581004528325555,0.1215155637768046,0.1581004528325555,0.0531335489503833
169500,0.1580631908095224,0.1214913468814133,0.1580631908095224,0.0531310122524083
169560,0.1580259601677807,0.1214671493770103,0.1580259601677807,0.0531284787627184
169620,0.1579887608781504,0.1214429712392021,0.1579887608781504,0.0531259484759599
169680,0.1579515928885281,0.1214188124434822,0.1579515928885281,0.0531234213852148
169740,0.157914456164294,0.1213946729657014,0.157914456164294,0.053120897487141
169800,0.1578773506635656,0.121370552781588,0.1578773506635656,0.0531183767760749
169860,0.1578402763456438,0.1213464518669118,0.1578402763456438,0.0531158592464152
169920,0.1578032331695786,0.121322370197485,0.1578032331695786,0.0531133448926793
169980,0.1577662210947436,0.1212983077491604,0.1577662210947436,0.0531108337094385
170040,0.1577292400803095,0.1212742644978317,0.1577292400803095,0.0531083256913085
170100,0.1576922900859888,0.1212502404194334,0.1576922900859888,0.0531058208329274
170160,0.1576553710709798,0.1212262354899406,0.1576553710709798,0.0531033191289535
170220,0.1576184829952132,0.1212022496853686,0.1576184829952132,0.0531008205740574
170280,0.1575816258180108,0.1211782829817734,0.1575816258180108,0.053098325162926
170340,0.1575447994994571,0.1211543353552507,0.1575447994994571,0.0530958328902545
170400,0.1575080039990134,0.121130406781937,0.1575080039990134,0.0530933437507535
170460,0.1574712392769358,0.1211064972380083,0.1574712392769358,0.0530908577391406
170520,0.1574345052927808,0.1210826066996809,0.1574345052927808,0.0530883748501481
170580,0.1573978020069863,0.1210587351432109,0.1573978020069863,0.0530858950785156
170640,0.1573611293792119,0.1210348825448944,0.1573611293792119,0.0530834184189964
170700,0.1573244873700615,0.1210110488810669,0.1573244873700615,0.0530809448663518
170760,0.1572878759393197,0.1209872341281039,0.1572878759393197,0.0530784744153561
170820,0.1572512950477262,0.1209634382624202,0.1572512950477262,0.0530760070607923
170880,0.1572147446552194,0.1209396612604703,0.1572147446552194,0.0530735427974559
170940,0.157178224722654,0.1209159030987481,0.157178224722654,0.0530710816201512
171000,0.1571417352101311,0.1208921637537867,0.1571417352101311,0.0530686235236953
171060,0.1571052760786178,0.1208684432021585,0.1571052760786178,0.0530661685029137
171120,0.1570688472883724,0.1208447414204752,0.1570688472883724,0.053063716552645
171180,0.157032448800483,0.1208210583853875,0.157032448800483,0.053061267667736
171240,0.1569960805753545,0.1207973940735852,0.1569960805753545,0.0530588218430358
171300,0.1569597425761903,0.1207737484617968,0.1569597425761903,0.0530563790734467
171360,0.1569234347578701,0.1207501215267899,0.1569234347578701,0.0530539393537885
171420,0.1568871570902772,0.1207265132453707,0.1568871570902772,0.0530515026790403
171480,0.1568509095221831,0.1207029235943842,0.1568509095221831,0.0530490690440166
171540,0.1568146920295449,0.120679352550714,0.1568146920295449,0.0530466384436738
171600,0.1567785045580939,0.120655800091282,0.1567785045580939,0.0530442108729284
171660,0.1567423470853442,0.1206322661930491,0.1567423470853442,0.0530417863267135
171720,0.1567062195563066,0.1206087508330139,0.1567062195563066,0.0530393647999691
171780,0.1566701219478311,0.1205852539882136,0.1566701219478311,0.05303694628765
171840,0.1566340542058066,0.1205617756357239,0.1566340542058066,0.0530345307847224
