time_s,max_C,mean_C,center_C,surface_C
185160,0.1570117695969852,0.1263962617781389,0.1570117695969852,0.0532567776406252
185220,0.1569901448476392,0.1263813226217089,0.1569901448476392,0.0532547749888999
185280,0.156968533824165,0.126366392517224,0.156968533824165,0.0532527743688205
185340,0.1569469365113446,0.1263514714555806,0.1569469365113446,0.0532507757775247
185400,0.1569253528966588,0.1263365594276869,0.1569253528966588,0.0532487792121794
185460,0.1569037829629374,0.126321656424464,0.1569037829629374,0.0532467846699486
185520,0.1568822267001041,0.1263067624368462,0.1568822267001041,0.0532447921479912
185580,0.1568606840884119,0.1262918774557791,0.1568606840884119,0.0532428016434992
185640,0.1568391551205942,0.1262770014722227,0.1568391551205942,0.0532408131536248
185700,0.1568176397744768,0.1262621344771471,0.1568176397744768,0.0532388266755854
185760,0.1567961380441893,0.126247276461538,0.1567961380441893,0.0532368422065293
185820,0.1567746499081126,0.1262324274163903,0.1567746499081126,0.0532348597436928
185880,0.1567531753577955,0.1262175873327148,0.1567531753577955,0.0532328792842295
185940,0.1567317143757187,0.1262027562015314,0.1567317143757187,0.0532309008253852
186000,0.1567102669490709,0.1261879340138755,0.1567102669490709,0.0532289243643342
186060,0.1566888330641932,0.1261731207607923,0.1566888330641932,0.053226949898316
186120,0.1566674127056853,0.1261583164333413,0.1566674127056853,0.0532249774245351
186180,0.1566460058615617,0.1261435210225932,0.1566460058615617,0.0532230069402191
186240,0.1566246125157051,0.1261287345196316,0.1566246125157051,0.0532210384425988
186300,0.1566032326560022,0.1261139569155526,0.1566032326560022,0.0532190719289009
186360,0.1565818662672226,0.1260991882014639,0.1565818662672226,0.0532171073963703
186420,0.1565605133358828,0.1260844283684863,0.1565605133358828,0.053215144842244
186480,0.1565391738486065,0.1260696774077524,0.1565391738486065,0.0532131842637729
186540,0.1565178477899334,0.1260549353104071,0.1565178477899334,0.0532112256582114
186600,0.1564965351486808,0.1260402020676077,0.1564965351486808,0.0532092690228104
186660,0.1564752359072448,0.1260254776705233,0.1564752359072448,0.0532073143548444
186720,0.1564539500566065,0.126010762110336,0.1564539500566065,0.0532053616515639
186780,0.1564326775772589,0.1259960553782387,0.1564326775772589,0.0532034109102618
186840,0.1564114184617565,0.1259813574654383,0.1564114184617565,0.0532014621281907
186900,0.1563901726897399,0.1259666683631516,0.1563901726897399,0.0531995153026586
186960,0.1563689402662965,0.12595198806261,0.1563689402662965,0.053197570430904
187020,0.1563477211387255,0.1259373165550552,0.1563477211387255,0.0531956275102612
187080,0.1563265153374795,0.1259226538317414,0.1563265153374795,0.053193686538024
187140,0.1563053228038157,0.1259079998839342,0.1563053228038157,0.053191747511503
187200,0.1562841435759406,0.1258933547029108,0.1562841435759406,0.0531898104280154
187260,0.1562629775848584,0.1258787182799645,0.1562629775848584,0.0531878752847984
187320,0.1562418248696735,0.1258640906063945,0.1562418248696735,0.0531859420792488
187380,0.1562206853664537,0.1258494716735168,0.1562206853664537,0.053184010808633
187440,0.156199559114563,0.1258348614726577,0.156199559114563,0.0531820814702796
187500,0.1561784460464548,0.125820259995154,0.1561784460464548,0.0531801540615476
187560,0.1561573462006655,0.1258056672323562,0.1561573462006655,0.0531782285797473
187620,0.1561362595119473,0.125791083175626,0.1561362595119473,0.0531763050222255
187680,0.1561151860185027,0.1257765078163372,0.1561151860185027,0.0531743833863198
187740,0.1560941256557542,0.1257619411458749,0.1560941256557542,0.0531724636693857
187800,0.1560730784606303,0.1257473831556365,0.1560730784606303,0.0531705458687695
